,City,tweet_created_at,hashtags,text,screen_name,user_id,user_created_at,user_friends_count,user_statuses_count,tweet_id
0,Ojai,Wed Dec 20 02:00:13 +0000 2017,[],How big is the California Thomas fire? Check out these overlay map visuals.... https://t.co/mjKtD2YOSV,NJFSAB,269846808,Mon Mar 21 15:13:54 +0000 2011,114,740,943299970026876928
1,Ojai,Wed Dec 20 01:58:45 +0000 2017,"[{'text': 'LALATE', 'indices': [2, 9]}, {'text': 'BREAKINGNEWS', 'indices': [12, 25]}, {'text': 'THOMASFIRE', 'indices': [26, 37]}]","🔥 #LALATE 🔥 #BREAKINGNEWS
#THOMASFIRE 
* BRAND NEW TUESDAY NIGHT REPORT*
6 pm PST UPDATE
https://t.co/DN76YUcotY… https://t.co/klWaHUnbTu",LALATEWEATHER,771826726318051328,Fri Sep 02 21:46:46 +0000 2016,7,1278,943299601703960576
2,Ojai,Wed Dec 20 01:58:45 +0000 2017,"[{'text': 'LALATE', 'indices': [2, 9]}, {'text': 'BREAKINGNEWS', 'indices': [12, 25]}, {'text': 'THOMASFIRE', 'indices': [26, 37]}]","🔥 #LALATE 🔥 #BREAKINGNEWS
#THOMASFIRE 
* BRAND NEW TUESDAY NIGHT REPORT*
6 pm PST UPDATE
https://t.co/XZ2BpyZPeC… https://t.co/fqj4skNgY2",LALATE,43846520,Mon Jun 01 07:05:19 +0000 2009,2321,202574,943299600240189441
3,Ojai,Wed Dec 20 01:57:41 +0000 2017,[],RT @businessinsider: Wildfire evacuees in Southern California grow impatient as the massive Thomas Fire rages on for a third week https://t…,msmithobx,216603871,Wed Nov 17 06:12:28 +0000 2010,2374,78431,943299334715707399
4,Ojai,Wed Dec 20 01:57:34 +0000 2017,"[{'text': 'LALATE', 'indices': [2, 9]}, {'text': 'BREAKINGNEWS', 'indices': [12, 25]}, {'text': 'THOMASFIRE', 'indices': [26, 37]}]","🔥 #LALATE 🔥 #BREAKINGNEWS
#THOMASFIRE 
* BRAND NEW TUESDAY NIGHT REPORT*
6 pm PST UPDATE
https://t.co/DN76YUcotY… https://t.co/354DiBWJFM",LALATEWEATHER,771826726318051328,Fri Sep 02 21:46:46 +0000 2016,7,1278,943299304634040320
5,Ojai,Wed Dec 20 01:57:34 +0000 2017,"[{'text': 'LALATE', 'indices': [2, 9]}, {'text': 'BREAKINGNEWS', 'indices': [12, 25]}, {'text': 'THOMASFIRE', 'indices': [26, 37]}]","🔥 #LALATE 🔥 #BREAKINGNEWS
#THOMASFIRE 
* BRAND NEW TUESDAY NIGHT REPORT*
6 pm PST UPDATE
https://t.co/XZ2BpyZPeC… https://t.co/Ke1QJQWaoE",LALATE,43846520,Mon Jun 01 07:05:19 +0000 2009,2321,202574,943299304441102336
6,Ojai,Wed Dec 20 01:57:33 +0000 2017,[],Shame on the asshole stealing firefighters personal gear/belongings. There is a special place in hell for you. God… https://t.co/GzzdMtERie,TnJBabbles,32636427,Fri Apr 17 22:45:13 +0000 2009,267,2024,943299300280352768
7,Ojai,Wed Dec 20 01:57:14 +0000 2017,[],Apparently the Thomas fire is still going. The article that this photo was taken from was posted 4 hours ago. https://t.co/oo12yYE2cb,saint__michael,134609426,Sun Apr 18 23:26:23 +0000 2010,10,3793,943299220483772416
8,Ojai,Wed Dec 20 01:57:06 +0000 2017,[],Wildfire evacuees in Southern California grow impatient as a massive blaze rages on for a third week… https://t.co/VCG8NBci5Z,esmartme,2583673568,Mon Jun 23 09:10:14 +0000 2014,223,435867,943299186195402752
9,Ojai,Wed Dec 20 01:57:01 +0000 2017,[],"@lissiemusic @TheTexasKGB @LeraLynn @YouTube ... 12/19/17 @cnn  ""Thomas Fire on course to become California's large… https://t.co/DdL6QqU9LJ",T38_Driver,2873105092,Tue Nov 11 23:24:17 +0000 2014,413,38420,943299164812775425
10,Ojai,Wed Dec 20 01:57:00 +0000 2017,[],NASA's Science Aircraft Flies Over Thomas Fire in California via NASA https://t.co/ovbNTGMONR https://t.co/zGimU7kIlH,JohanaKblog,925278622641983489,Tue Oct 31 08:29:49 +0000 2017,0,166,943299161667096578
11,Ojai,Wed Dec 20 01:56:47 +0000 2017,"[{'text': 'ThomasFire', 'indices': [17, 28]}]","RT @EliasonMike: #ThomasFire- With the latest Star Wars movie playing, The Arlington Theatre’s marquee in Santa Barbara has an extra specia…",laurabang,23717092,Wed Mar 11 03:39:57 +0000 2009,910,20026,943299108114173952
12,Ojai,Wed Dec 20 01:56:27 +0000 2017,[],"RT @Vinylpoodle: @TeaPainUSA Wow , Piru Lake water airplane right on time, flying over the ranch with a load of H20 .Ventura Air and Rescue…",Mike02963693,810315169813278720,Sun Dec 18 02:46:06 +0000 2016,73,5841,943299021602422784
13,Ojai,Wed Dec 20 01:56:26 +0000 2017,[],RT @nwsafire: Thought s with our fellow firefighter for a speedy recovery. https://t.co/QqoqNHVorf,firejumbo76,2613882015,Mon Jun 16 10:46:54 +0000 2014,457,15735,943299017278140421
14,Ojai,Wed Dec 20 01:56:16 +0000 2017,[],RT @CN17LAC: Dozer 1 on the Thomas Fire https://t.co/SDxqjtL5kU,BeatyCole,945221294,Tue Nov 13 05:26:27 +0000 2012,363,1837,943298975490220032
15,Ojai,Wed Dec 20 01:56:13 +0000 2017,[],RT @CN17LAC: Dozer 1 cutting out a safety zone on the Thomas Fire https://t.co/rleZlhxvYG,BeatyCole,945221294,Tue Nov 13 05:26:27 +0000 2012,363,1837,943298964261974016
16,Ojai,Wed Dec 20 01:55:31 +0000 2017,[],RT @Libreinfo: Wildfire evacuees in Southern California grow impatient as a massive blaze rages on for a third week https://t.co/SWJwwpuf4P…,krizzy__j__baby,286841738,Sat Apr 23 20:15:48 +0000 2011,2233,1463,943298790236209152
17,Ojai,Wed Dec 20 01:55:31 +0000 2017,[],RT @KTLA: Thomas Fire: Grateful Rob Lowe Feeds Firefighters Who Helped Save His Montecito Home From Blaze https://t.co/CxNIfQnRwA https://t…,Alexisss_M7,418414976,Tue Nov 22 04:29:41 +0000 2011,147,16951,943298787136610304
18,Ojai,Wed Dec 20 01:54:55 +0000 2017,[],RT @businessinsider: Wildfire evacuees in Southern California grow impatient as the massive Thomas Fire rages on for a third week https://t…,CJCboi,207271383,Sun Oct 24 23:11:48 +0000 2010,6837,140090,943298638792577024
19,Ojai,Wed Dec 20 01:54:08 +0000 2017,[],"RT @juansilvera: @rabobank California donates $50,000 to American Red Cross for California wildfire relief https://t.co/nnbkccpUW3 #ThomasF…",juansilvera,39669069,Wed May 13 02:42:50 +0000 2009,960,1764,943298441471410177
20,Ojai,Wed Dec 20 01:54:02 +0000 2017,[],RT @businessinsider: Wildfire evacuees in Southern California grow impatient as the massive Thomas Fire rages on for a third week https://t…,charluv2011,731019727,Wed Aug 01 16:41:21 +0000 2012,10614,279532,943298414011224065
21,Ojai,Wed Dec 20 01:52:46 +0000 2017,"[{'text': 'ThomasFire', 'indices': [17, 28]}]","RT @latimes: The #ThomasFire so far: 
–270,000 acres
–104,607 people have fled their homes
–8,500+ firefighters
–$130 million cost 
–3rd-la…",arianne_jade,727557980,Tue Jul 31 04:29:22 +0000 2012,295,12573,943298096846344195
22,Ojai,Wed Dec 20 01:52:06 +0000 2017,[],"RT @CNN: Firefighters battling one of the biggest blazes in California's history hailed a ""productive day"" as weather conditions continue t…",BlueLilyCA,142845079,Tue May 11 22:48:27 +0000 2010,116,2260,943297929883688960
23,Ojai,Wed Dec 20 01:51:03 +0000 2017,[],"Santa Ana winds help clear the smoke from the Thomas fire, but health risks remain https://t.co/lU9V18VcKR",dariaibntamas,1694732888,Fri Aug 23 20:25:45 +0000 2013,100,4646,943297665554579456
24,Ojai,Wed Dec 20 01:49:43 +0000 2017,[],Inferno-fanning winds set to return as Thomas Fire close to becoming largest in California history https://t.co/JxHl2CObBn via @nbcnews,katie34835857,1010868530,Fri Dec 14 10:31:26 +0000 2012,890,7879,943297330203148288
25,Ojai,Wed Dec 20 01:47:14 +0000 2017,[],RT @businessinsider: Wildfire evacuees in Southern California grow impatient as the massive Thomas Fire rages on for a third week https://t…,1PrinceRif,2824542791,Sun Oct 12 07:19:18 +0000 2014,348,58620,943296705855938565
26,Ojai,Wed Dec 20 01:47:13 +0000 2017,[],Wildfire evacuees in Southern California grow impatient as the massive Thomas Fire rages on for a third week… https://t.co/u3qYGSV4Ig,Juancarlos_Mike,111142773,Wed Feb 03 23:16:14 +0000 2010,949,217462,943296697983291393
27,Ojai,Wed Dec 20 01:47:09 +0000 2017,[],Oprah and Katy Perry's Homes Threatened as Thomas Fire Grows to Third Largest in State History https://t.co/Us2OgxLjng via @people,MiguelHilarionC,1362826478,Thu Apr 18 20:20:20 +0000 2013,116,260,943296681570914305
28,Ojai,Wed Dec 20 01:46:35 +0000 2017,[],California Gets Relief From Weather In Fighting Disastrous Thomas Fire,LudmilaVajenina,1174278972,Wed Feb 13 07:54:07 +0000 2013,361,32955,943296542500417536
29,Ojai,Wed Dec 20 01:46:29 +0000 2017,"[{'text': 'ThomasFire', 'indices': [17, 28]}]","RT @EliasonMike: #ThomasFire- With the latest Star Wars movie playing, The Arlington Theatre’s marquee in Santa Barbara has an extra specia…",kimmihewbud,788601476,Wed Aug 29 05:25:03 +0000 2012,373,1625,943296515019128832
30,Ojai,Wed Dec 20 01:46:27 +0000 2017,[],"RT @CNN: Firefighters battling one of the biggest blazes in California's history hailed a ""productive day"" as weather conditions continue t…",DalissaHoliday,922562727016521728,Mon Oct 23 20:37:49 +0000 2017,1052,15232,943296505405779968
31,Ojai,Wed Dec 20 01:46:11 +0000 2017,[],RT @BI_contributors: Wildfire evacuees in Southern California grow impatient as the massive Thomas Fire rages on for a third week https://t…,JFDunfee10,419975212,Thu Nov 24 01:26:11 +0000 2011,450,7594,943296438137688064
32,Ojai,Wed Dec 20 01:45:59 +0000 2017,[],"RT @vcstar: Since the start, Santa Ana and sundowner winds have played a huge role in the Thomas Fire's race up the list of worst Californi…",mrogers_VCS,768950805835706368,Thu Aug 25 23:18:53 +0000 2016,938,6587,943296387382251521
